id	summary	status	owner	type	component	version
2183	Empty posts are still posts	closed	adrian	enhancement	Generic views	0.9
1255	Error in tutorial 2 (part on admin-interface)	closed	adrian	defect	contrib.admin	0.9
1246	'djp.com/documentation/templates/#using-the-built-in-reference' should note that appending /doc/ yields the described documentation.	closed	jacob	defect	Documentation	0.9
1239	Please remove the catch-all try/except in template rendering	closed	adrian	defect	Template system	0.9
1236	Django hiding exceptions	closed	russellm	defect	Template system	0.9
1174	admin is flaky - it should work even with errors.	closed	adrian	enhancement	Template system	0.9
1168	Documentation Link Missing From Admin Pages	closed	adrian	defect	contrib.admin	0.9
1167	ADMIN_FOR setting not documented	closed	adrian	defect	contrib.admin	0.9
1152	distinct keyword in model seems not working	closed	adrian	defect	Core (Other)	0.9
1151	django-admin.py install projectname fails in some queries	closed	adrian	defect	contrib.admin	0.9
1150	The custom method does not work	closed	adrian	defect	Core (Other)	0.9
1140	[patch] using another type of template (zpt) with render_to_response / render_to_string	closed	adrian	enhancement	Template system	0.9
1122	 Django do not serve static binary files (e.g. images) correctly	closed	adrian	defect	Core (Other)	0.9
1121	Wrong default-character-set in MySQL 4.1x/5.x (win32)	closed	adrian	defect	Core (Other)	0.9
1115	can't update model in db if PK is not called 'id'	closed	adrian	defect	Core (Other)	0.9
1106	Python Egg differs from the tar.gz Version	closed	adrian	defect	Tools	0.9
1094	missing html escaping in django admin	closed	adrian	defect	contrib.admin	0.9
1009	Small bug in HasAllowableSize Validator	closed	Anybody	defect	Validators	0.9
830	Add AUTHORS file to distribution	closed	jacob	defect	Documentation	0.9
750	i18n should ideally respect the languages supported on a per-application basis	closed	hugo	defect	Tools	0.9
688	[patch] Error handlers lack context.	closed	adrian	defect	Translations	0.9
686	sqlreset references django_admin_log	closed	adrian	enhancement	Generic views	0.9
566	No mention about using quotes to ignore variable resolution in templates.	closed	jacob	defect	contrib.admin	0.9
501	{{ block.super }} returns value of the most remote ancestor	closed	adrian	enhancement	contrib.syndication	0.9
295	[patch] Add reverse counter variables to template &#34;for loops&#34;	closed	adrian	defect	Core (Management commands)	0.9
4651	[0.91-bugfixes][patch] UnicodeCursorWrapper prevents psycopg1 backend from taking dict sql params	closed	ubernostrum		"Database layer (models, ORM)"	0.91
4195	Please provide docs for .91	closed	adrian		Tools	0.91
4167	[0.91-bugfixes][patch] FormFields have list-mutability issues with validator_list argument	closed	ubernostrum		Core (Other)	0.91
3938	[0.91-bugfixes][patch] Admin list page for one-to-one objects breaks after viewing detail page	closed	ubernostrum		Core (Other)	0.91
3550	Please update my entry in Authors	closed	jacob		Documentation	0.91
3209	links	closed	adrian	defect	contrib.admin	0.91
2909	Invalid utf-8 decode errors handling	closed	adrian	defect	Validators	0.91
2518	Should not use datetime.today() to filter datetime field	closed	adrian	defect	contrib.admin	0.91
2431	setuptools download fails at installation	closed	adrian	defect	Tools	0.91
2278	None	closed	adrian	defect	django-admin.py inspectdb	0.91
2219	Skip the step to edit the settings.py	closed	jacob	defect	Documentation	0.91
2035	"All perfect with Developer mode, but it not work in production using Apache"	closed	manuparra@¡­	defect	Core (Other)	0.91
1719	autocomplete is missing in shell	closed	adrian	enhancement	contrib.admin	0.91
1672	[patch] Template tags ifequal and ifnotequal throw exception if variable does not resolve.	closed	adrian	defect	Template system	0.91
1671	spam	closed	"We have the biggest collection of [url=http://blog.lide.cz/frankfigo/] Free ringtones[/url] online! Besides our free ringtones we also have the best polyphonic ringtones that you can download. [url=http://myblog.de/nokia-ringtone] Nokia ringtones[/url] 
<a href=""http://blog.lide.cz/frankfigo/"">Free ringtones</a>
<a href=""http://myblog.de/nokia-ringtone"">Nokia ringtones</a>"	enhancement	contrib.syndication	0.91
1657	"CheckboxSelectMultipleField renders a ""disordered"" list (""patch"")"	closed	adrian	defect	Core (Other)	0.91
1635	[patch] Related object popup fails for edit_inline objects in IE/Win	closed	adrian	defect	contrib.admin	0.91
1630	"add ""host"" and ""path"" to DjangoContext"	closed	adrian	enhancement	contrib.admin	0.91
1611	recent actions list in the auto admin contains broken links to deleted objects.	closed	adrian	defect	contrib.admin	0.91
1608	When using a non existent field as part of a models representation django throws a TemplateSyntaxError	closed	adrian	defect	Core (Other)	0.91
1605	DateTime fields not being populated back	closed	adrian	defect	Core (Other)	0.91
1575	REGROUP tag makes two groups with the same value	closed	adrian	defect	Template system	0.91
1574	Pluralisation	closed	adrian	defect	"Database layer (models, ORM)"	0.91
1551	Base handler error handling gets confused when the request is bad	closed	adrian	defect	Core (Other)	0.91
1545	DB Initialization in Tutorial does not work.	closed	adrian	defect	"Database layer (models, ORM)"	0.91
1534	[patch] Client-side encoding of admin logins	closed	adrian	enhancement	contrib.admin	0.91
1530	[patch] making distinct=True work with get_count	closed	adrian	enhancement	Core (Other)	0.91
1529	[patch] Add authenticated SMTP capability to django.core.mail	closed	adrian	enhancement	Core (Other)	0.91
1517	Query result ordering on field in different table broken when doing join on same table	closed	adrian	defect	"Database layer (models, ORM)"	0.91
1513	Multiple references to the same block is prohibited	closed	adrian	enhancement	Template system	0.91
1454	[patch] DB API quotes some SQL clauses that are not words and shouldn't be quoted	closed	adrian	defect	"Database layer (models, ORM)"	0.91
1430	"custom templatetags, custom tag/filter definitions file naming convention."	closed	adrian	defect	Template system	0.91
1383	ManyToManyField to a class with a OneToOneField fails	closed	adrian	defect	contrib.admin	0.91
1379	"get_relatedobject fails with  ForeignKey(""self"")"	closed	adrian	defect	"Database layer (models, ORM)"	0.91
1345	Datetime formatters should be replaced to use django's own translation	closed	hugo	enhancement	Translations	0.91
1340	Add edit_inline support for OneToOne relationships	closed	adrian	enhancement	"Database layer (models, ORM)"	0.91
1311	'python manage.py sqlclear some_app' - fails to generate SQL when database is down	closed	adrian	defect	Core (Other)	0.91
1281	"Options.get_field() fails to check one_to_one_field, causes bogus validation error"	closed	adrian	defect	Metasystem	0.91
1245	[patch] Admin interface broken for OneToOne relations	closed	adrian	defect	contrib.admin	0.91
1222	[patch] magic-removal: some magic still lurking in django.views.generic.create_update	closed	anonymous	task	Testing framework	0.91
999	'bool' object has no attribute 'get' when trying to add a record	closed	adrian	defect	Metasystem	0.91
872	fields.TextField should pass 'rows' argument to its formfields.LargeTextField	closed	adrian	enhancement	contrib.admin	0.91
834	authentication documentation should document the viewfuncs in django.views.auth.login	closed	adrian	defect	Documentation	0.91
798	"Specifying username, email, and password on as arguments to &#34;django-admin.py createsuperuser&#34;"	closed	adrian	task	Translations	0.91
695	"sqlupdate, creates sql to update the database based on an updated model file"	closed	adrian	defect	"Database layer (models, ORM)"	0.91
669	site table 	closed	adrian	defect	Metasystem	0.91
416	"Automate site introspection for url pattern modules, view methods, template directories, and applications"	closed	adrian	task	contrib.admin	0.91
149	Show latest comments on djangoproject.com	closed	adrian	defect	Core (Cache system)	0.91
13077	Bad link in http://www.djangoproject.com/documentation/0.95/models/validation/	closed	nobody		Documentation	0.95
9001	missing translation in 'es' translation	closed	nobody		Translations	0.95
6602	upload huge file more than physcial memory size	closed	nobody		HTTP handling	0.95
5404	0.95 tutorials next/prev links redirect to latest version	closed	nobody		Documentation	0.95
4567	(Ubuntu Feisty) Server won't start	closed	adrian		django-admin.py runserver	0.95
4244	Session modification sensing	closed	adrian		Core (Other)	0.95
4216	FileField validator bug in django0.95	closed	adrian		Validators	0.95
4116	Bad cross-links in 0.95 tutorial	closed	jacob		Documentation	0.95
3934	edit_inline foreign key in profile module	closed	nobody		contrib.admin	0.95
3784	No (obvious) way to restrict an entire site to logged in users	closed	jacob		Uncategorized	0.95
3730	modpython handler fails with mod_python 2.7	closed	adrian		Core (Other)	0.95
3687	django.template needs settings already configured at import time	closed	adrian		Template system	0.95
3608	enable CSS and include Request Objects in RSS framework for complex feeds	closed	adrian		contrib.syndication	0.95
3603	Email validation error on ip literal mail routes	closed	adrian		Forms	0.95
3587	filter() and order_by()	closed	adrian		"Database layer (models, ORM)"	0.95
3553	urlpatterns uses urllib.quote/unquote should use urllib.quote/unquote_plus	closed	graham_king		Core (Other)	0.95
3539	LANGUAGE_CODE settings are ignored	closed	nobody		Core (Other)	0.95
3537	Django try to format initial sql string if they contains % character	closed	adrian		Core (Management commands)	0.95
3493	"Circular ""extends"" reference in template causes core dump"	closed	adrian		Template system	0.95
3478	Installation Question	closed	jacob		Uncategorized	0.95
3458	"Blankable, non-nullable CharFields have a strange default behavior"	closed	nobody		Validators	0.95
3424	Admin zone breaks	closed	adrian		Core (Management commands)	0.95
3423	admin zone error	closed	adrian		Core (Management commands)	0.95
3419	exception value not html-escaped in exception view	closed	nobody		Uncategorized	0.95
3417	Admin interface template tags expect ADMIN_MEDIA_PREFIX to be a complete URL.	closed	nobody		contrib.admin	0.95
3392	"""Recent code changes"" link on /documentation/ in TicketModule"	closed	jacob		*.djangoproject.com	0.95
3272	"getting ""File ""<stdin>"", line, in ? and Importerror: No Module named mydid.accdetls.models"	closed	adrian	defect	Core (Management commands)	0.95
3260	inserting date filed value into MySQL	closed	adrian	defect	Core (Other)	0.95
3259	[patch] prepopulate_from doesn't work with underscores	closed	adrian	defect	contrib.admin	0.95
3244	"https and admin ""User tampered with session cookie"""	closed	adrian	defect	contrib.admin	0.95
3243	"https and admin ""User tampered with session cookie"""	closed	adrian	defect	contrib.admin	0.95
3233	manage.py reset fails to handle valid sql file	closed	nobody	defect	Core (Management commands)	0.95
3205	Postgresql bug introduced in rev 4244?	closed	adrian	defect	"Database layer (models, ORM)"	0.95
3086	Encoding of special characters from the database to HTML output	closed	adrian	enhancement	"Database layer (models, ORM)"	0.95
3074	[bug] OneToOneField referencing a different app does not always register a Reverse Lookup.	closed	adrian	defect	"Database layer (models, ORM)"	0.95
2990	Spanish translation doesn't work properly	closed	hugo	defect	Translations	0.95
2960	"edit_inline regressed, no longer using custom templates"	closed	adrian	defect	contrib.admin	0.95
2959	Capital letters in app name break syncdb	closed	adrian	defect	Core (Other)	0.95
2934	[patch] validators.isExistingURL is frequently wrong	closed	adrian	enhancement	Validators	0.95
2928	manage inspectdb >foo.txt truncates 's' of model names on tables that end in 's'	closed	adrian	enhancement	Core (Management commands)	0.95
2926	[patch] Custom FormField attributes	closed	adrian	enhancement	Core (Other)	0.95
2913	[patch] Logic error re sql param interpolation in CursorDebugWrapper.execute	closed	adrian	defect	"Database layer (models, ORM)"	0.95
2864	Creating a ManyToManyField - order of classes	closed	adrian	defect	"Database layer (models, ORM)"	0.95
2863	docs/tutorial03.txt missing code ??	closed	somebody	defect	Documentation	0.95
2857	Implement multi delete	closed	adrian	enhancement	contrib.admin	0.95
2853	Adding Polls to Admin	closed	adrian	defect	contrib.admin	0.95
2846	something wrong in manipulators	closed	adrian	defect	Core (Other)	0.95
2837	missing context_instance explanation in the template documentation	closed	jacob	enhancement	Documentation	0.95
2836	nested for	closed	adrian	enhancement	Template system	0.95
2815	problem with custom validator and boolean fields	closed	adrian	defect	Validators	0.95
2811	Missing a PasswordField for model and manipulation	closed	adrian	enhancement	"Database layer (models, ORM)"	0.95
2805	[patch] make sitemaps more space effective	closed	adrian	enhancement	Contrib apps	0.95
2761	[patch] Broken escaping in CheckboxSelectMultipleField	closed	adrian	defect	Template system	0.95
2741	Filter to check if a value/key exists inside a list/dict	closed	adrian	enhancement	Template system	0.95
2733	Need to branch documentation for 0.95	closed	jacob	task	*.djangoproject.com	0.95
2716	"german ""umlaut""-letters in slugfields could be better"	closed	adrian	enhancement	"Database layer (models, ORM)"	0.95
2704	User name is not asked again by manage.py if invalid value is given	closed	adrian	defect	Core (Management commands)	0.95
2692	Show the SQL that's being generated on each query.	closed	adrian	enhancement	Tools	0.95
2658	Test suite fails using SQLite in memory database	closed	russellm	defect	"Database layer (models, ORM)"	0.95
2644	"Object listing in Admin Panel lists all objects even when ""objects"" manager is changed"	closed	nobody	defect	contrib.admin	0.95
2642	Timezone handling is incorrect: Uses GMT instead of localtime	closed	jacob	defect	Generic views	0.95
2625	TIME_ZONE setting inadequate behaviour	closed	adrian	defect	"Database layer (models, ORM)"	0.95
2601	Question on tutorial1	closed	jacob	defect	Documentation	0.95
2599	[PATCH] raw_id_admin field has incorrect value in admin form after validation errors	closed	adrian	defect	contrib.admin	0.95
2597	Polish translation update	closed	hugo	defect	Translations	0.95
2596	"[patch] Adding rows, cols and lenght attributes for text fields"	closed	adrian	enhancement	contrib.admin	0.95
2589	Improved Norwegian translation files	closed	hugo	defect	Internationalization	0.95
2579	[patch] raw_id_admin with ManyToMany does not properly handle 'empty' raw_id_admin fields	closed	adrian	defect	Core (Other)	0.95
2570	Admin Panel CSS use  Bitstream Vera Sans before utf-8/non latin-1 friendly fonts	closed	adrian	defect	contrib.admin	0.95
2562	Too much fields in User model	closed	adrian	enhancement	Core (Other)	0.95
2561	memcached backend ignores default timeout?	closed	jacob	defect	Core (Cache system)	0.95
2522	Error when 2 foreign keys to same Model w/ edit_inline=True	closed	anonymous	defect	contrib.admin	0.95
1977	[patch] Wrong URL for timezone advice in settings.py	closed	adrian	defect	*.djangoproject.com	0.95
317	"[Patch] slugify delimits words by hyphens, but its validator doesn't like them"	closed	jacob	defect	Generic views	0.95
14055	Wrong query generated when using reverse foreign key	closed	nobody		"Database layer (models, ORM)"	0.96
13201	Broken link in 0.96 template docs	closed	andymckay	Uncategorized	*.djangoproject.com	0.96
10883	Template does not exist for admin site on initial creation	closed	nobody		Documentation	0.96
9350	"404 on 0.96 ""current docs"" link"	closed	nobody		*.djangoproject.com	0.96
9231	get_or_create creates even if the object is already there	closed	nobody		"Database layer (models, ORM)"	0.96
9070	the value of parse_until will be overwritten when using a block in a loop of {%include%}	closed	nobody		Template system	0.96
8814	Link for 0.96 Admin module Broken	closed	nobody		Documentation	0.96
8801	.96 docs say svn	closed	nobody		Documentation	0.96
8443	Dead Link - v0.96	closed	nobody		*.djangoproject.com	0.96
8356	The documentation for mod_python should state the permissions or ownership settings of the project files	closed	jacob		Documentation	0.96
8199	incorrect parameter for 'CharField' in http://www.djangoproject.com/documentation/model-api/	closed	nobody		Documentation	0.96
8012	MySQLdb build failure	closed	nobody		Tools	0.96
8008	Bug wih SelectMultiple Widget when form is initialized with request.REQUEST dict	closed	nobody		Forms	0.96
7941	ModelChoiceField gets an error when you pass an String instead of an integer	closed	nobody		Forms	0.96
7940	ModelChoiceField gets an error when you pass an String instead of an integer	closed	nobody		Forms	0.96
7939	ModelChoiceField gets an error when you pass an String instead of an integer	closed	nobody		Forms	0.96
7933	new admin doc page links to old versions of itself that don't exist	closed	nobody		*.djangoproject.com	0.96
7807	Length/max_length patch for oldforms.TextField	closed	nobody		Uncategorized	0.96
7802	Installation script for 0.96.2 does not copy all admin files	closed	nobody		contrib.admin	0.96
7797	documentation for django 0.96: link to doc for render_to_response is broken	closed	nobody		Documentation	0.96
7788	"Response HTTP/1.0 (/django/core/servers/basehttp.py http_version  = ""1.0"")"	closed	nobody		HTTP handling	0.96
7754	error in installer	closed	nobody		Uncategorized	0.96
7567	modpython.authenhandler does not work	closed			contrib.auth	0.96
7486	"IsLessThanOtherField's third argument is required, but documented as optional"	closed	nobody		contrib.admin	0.96
7485	OtherField validators don't work with inline child objects	closed	nobody		contrib.admin	0.96
7468	Can't install in Windows	closed	nobody		Documentation	0.96
7465	Help!! UnboundLocalError: local variable 'module' referenced before assignment	closed	nobody		Core (Management commands)	0.96
7418	session middleware claims user tampered with session cookie	closed	nobody		contrib.sessions	0.96
7393	0.96 documentation problems	closed	nobody		Documentation	0.96
7386	"manage.py syncdb ""--interactive"" option doesn't exist"	closed	nobody		Uncategorized	0.96
7384	database introspection on oracle is broken	closed	nobody		"Database layer (models, ORM)"	0.96
7356	django templates dont know where images live?	closed	nobody		Template system	0.96
7341	Page not found in documentation	closed	nobody		Documentation	0.96
7332	No superuser created on syncdb if database permission errors	closed	nobody		Core (Management commands)	0.96
7273	Django 0.96.2 release tarball is missing several files	closed	nobody		Uncategorized	0.96
7211	cannot import name hours_ahead	closed	nobody		Uncategorized	0.96
7090	postgresql_psycopg2 blows up when you try to create a cursor with postgresql 8.3.1 on windows	closed	nobody		"Database layer (models, ORM)"	0.96
7002	Admin application doesn't get translated when using Apache + mod_python	closed	nobody		Internationalization	0.96
6995	Db2 adapter - another implementation (first is #5052)	closed	nobody		"Database layer (models, ORM)"	0.96
6987	manage.py syncdb: Error with the PostgreSQL version.	closed	nobody		"Database layer (models, ORM)"	0.96
6971	Undocumented behaviour in django.template.Template ?	closed	nobody		Template system	0.96
6919	LDAP not working (not authentication)	closed	nobody		Core (Other)	0.96
6872	Filter won't run with noexistent variable.	closed	nobody		Template system	0.96
6871	How to list a user's groups?	closed	nobody		Documentation	0.96
6728	Dictionary with django object as key failing.	closed	nobody		Core (Other)	0.96
6725	model-api documentation should note model inheritance should not be used	closed	nobody		Documentation	0.96
6724	loaddata w/ errors displays no warnings or error in output	closed	nobody		Uncategorized	0.96
6695	how to install: site-packages not where the document says it is on OS X	closed	nobody		Documentation	0.96
6680	Error in 0.96 tutorial 1 documentation	closed	nobody		Documentation	0.96
6672	"Correct setup.py under Windows (not bug, not request, but commit)"	closed	nobody		Uncategorized	0.96
6469	add 'even' to forloop in template/defaulttags.py	closed	nobody		Template system	0.96
6435	make-messages.py nonsupport .xhtml fiel type	closed	nobody		contrib.admin	0.96
6428	database api order_by() doesn't work with dynamic column names if order by descending	closed	nobody		"Database layer (models, ORM)"	0.96
6425	Link to syndication documentation points to 404 page	closed	thejaswi_puthraya		Documentation	0.96
6370	Templates {% block %} does not work properly in {% if %}	closed	nobody		Template system	0.96
6297	page not found	closed	nobody		Documentation	0.96
6280	IntegerField member_name and PositiveIntegerField error	closed	nobody		contrib.admin	0.96
6255	setup_environ(company.django.settings) won't work	closed	nobody		Core (Other)	0.96
6233	fixture fails to load on inet field	closed	nobody	Bug	Core (Serialization)	0.96
6232	ifchanged template tag does not allow paramater with filter	closed	nobody		Template system	0.96
6210	ProgrammingError at /admin/redirects/redirect/add/	closed	nobody		Contrib apps	0.96
6176	"TABLE ""auth_user_user_permissions"" name puzzled"	closed	nobody		"Database layer (models, ORM)"	0.96
6026	strange behavior of exclude() and multiple fields	closed	nobody		"Database layer (models, ORM)"	0.96
5872	Highlight admin forms fields when focus	closed	nobody		Core (Management commands)	0.96
5858	Model Meta option: disable SQL generation	closed	nobody		"Database layer (models, ORM)"	0.96
5856	Crazy caching of code with mod_python	closed	nobody		Documentation	0.96
5822	Integration of Django and Ajax	closed	nobody		Uncategorized	0.96
5800	could not have several forms instance in a single page without sharing choicefields data	closed	nobody		Forms	0.96
5770	Unicode error in admin documentation	closed	nobody		contrib.admin	0.96
5760	"Use keyed hashing for session data, remove duplicate code"	closed	nobody		contrib.sessions	0.96
5713	Template language lacks means to display trees as nested structures	closed	nobody		Template system	0.96
5708	validate() returns 'This field is required.' for number fields if number is Zero	closed	nobody		Core (Other)	0.96
5665	Form instances with MultipleChoiceField share choices	closed	nobody		Forms	0.96
5654	possible error in newforms documentation	closed	nobody		Documentation	0.96
5651	Single quotes get escaped twice when creating admin log	closed	nobody		"Database layer (models, ORM)"	0.96
5577	description incomplete in http://www.djangoproject.com/documentation/0.96/tutorial04/	closed	nobody		Documentation	0.96
5316	newforms issue form_for_model() got an unexpected keyword argument 'fields'	closed	adrian		Forms	0.96
5315	imagefile and not long path	closed	PhiR		Core (Other)	0.96
5288	(tiny) .96 documentation contains .95 reference	closed	jacob		Documentation	0.96
5283	decoupling example can be extended further	closed	nobody		Documentation	0.96
5254	Tutorial correction	closed	jacob		*.djangoproject.com	0.96
5240	error in tutorial	closed	jacob		Documentation	0.96
5214	Typos in es_AR	closed	mtredinnick		Translations	0.96
5202	urlize filter before linebreaks doesn't work correctly	closed	adrian		Template system	0.96
5162	error in code in documentation	closed	jacob		Documentation	0.96
5132	admin/views/auth.py change password is not working	closed	adrian		contrib.admin	0.96
5131	admin/views/auth.py change password is not working	closed	adrian		contrib.admin	0.96
5130	admin/views/auth.py change password is not working	closed	adrian		contrib.admin	0.96
5119	Error in tutorial	closed	jacob		Uncategorized	0.96
5118	__unicode__ does not work with latest official release	closed	jacob		Documentation	0.96
5078	I followed the 0.96 syndication add-on documentation and it was a 404	closed	jacob		*.djangoproject.com	0.96
5004	Keyword Devel collision	closed	jacob		Uncategorized	0.96
4974	model validator list completely ignored	closed	adrian		Validators	0.96
4972	manage.py inspectdb fails with TypeError	closed	nobody		django-admin.py inspectdb	0.96
4938	SelectBox.js breaks in Firefox	closed	jacob		Uncategorized	0.96
4936	"newforms fails if field name is ""data"""	closed	adrian		Forms	0.96
4900	TypeError when models.form_for_instance is used on a model class that refers to self via a manyToManyField	closed	jacob		Uncategorized	0.96
4892	missing endfor in template causes infinite loop	closed	adrian		Template system	0.96
4876	typo error	closed	jacob		Documentation	0.96
4875	"Bugs in 'Writing your first Django app, part 4' Django version 0.96"	closed	nobody		Documentation	0.96
4874	"Bugs in 'Writing your first Django app, part 4' Django version 0.96"	closed	jacob		Documentation	0.96
4873	"Bugs in 'Writing your first Django app, part 4' Django version 0.96"	closed	jacob		Documentation	0.96
4856	Error in tutorial	closed	jacob		Documentation	0.96
4838	Error while installing Django.	closed	jacob		Documentation	0.96
4816	__str__ vs. __unicode__ in models.py	closed	jacob		Documentation	0.96
4783	documentation changes for serving static media	closed	nobody		Documentation	0.96
4705	AddManipulator error when using unique_together	closed	adrian		Core (Other)	0.96
4703	Updated romanian translation	closed	mtredinnick		Translations	0.96
4697	loaddata ---- Problem installing fixture	closed	nobody		Core (Management commands)	0.96
4652	URLField controls the text even if verify_exists and required are False	closed	adrian		Forms	0.96
4639	"unique_together and edit_inline, IntegrityError instead of suitable error message"	closed	adrian		contrib.admin	0.96
4631	XSS in admin panel Filter  block	closed	adrian		contrib.admin	0.96
4621	trouble on empty classes/tables in the admininterface	closed	nobody		contrib.admin	0.96
4619	Generic Views: Inconsistancy of context variable for date_based views.	closed	nobody		Generic views	0.96
4582	setup.py on windows	closed	jacob		Documentation	0.96
4558	XML deserializer can't read in pretty-printed <None/>	closed	russellm		Core (Serialization)	0.96
4557	Case-sensitivity issue with app name when creating database tables on windows	closed	nobody		"Database layer (models, ORM)"	0.96
4510	Reverse relationship ignores to_field	closed	nobody		"Database layer (models, ORM)"	0.96
4503	Small document update needed.	closed	jacob		Documentation	0.96
4490	edit_inline breaks when referencing the foreign key model twice	closed	adrian		contrib.admin	0.96
4478	[patch] PIL Bug Causes Django 0.96 Image Validator to Break if OLE Document Uploaded	closed	nobody		Validators	0.96
4474	Add 'else' support for 'ifchanged'	closed	adrian		Template system	0.96
4465	Invalid sql string formatting (TypeError) if sql contains '%' signs in /django/db/backends/util.py	closed	adrian		"Database layer (models, ORM)"	0.96
4437	Apache auth recipe does not work in Apache 2.2	closed	nobody		Documentation	0.96
4436	./manage.py overwrites DJANGO_SETTINGS_MODULE EnvVar	closed	nobody		Core (Management commands)	0.96
4434	The tutorial is not begginner friendly.	closed	jacob		Documentation	0.96
4410	Clarification needed with the generic views in Tutorial 4	closed	jacob		Documentation	0.96
4375	"generic view archive_year is querying all objects, unexplained."	closed	jacob		Generic views	0.96
4374	manage.py custom sql fails with triggers and sqlite	closed	jacob		Uncategorized	0.96
4356	Problem with Template library django.template.loader_tag - SVN Version 5311	closed	jacob		Uncategorized	0.96
4293	"The bug occur in a slice filter. |slice:""1::2"" if query set is empty"	closed	adrian		Template system	0.96
4268	Web design helpers page not found(0.96)	closed	jacob		*.djangoproject.com	0.96
4261	the doc that descripes models does NOT exist	closed	jacob		*.djangoproject.com	0.96
4228	RadioSelect widget	closed	adrian		Forms	0.96
4213	admin modifies values of pickled fields in db	closed	adrian		contrib.admin	0.96
4209	install page has not been updated and still references old 0.95 installation files and versions	closed	jacob		*.djangoproject.com	0.96
4189	Fix for COMMENTS_BANNED_USERS_GROUP exploding the ORM when using the templatetag.	closed	adrian		contrib.comments	0.96
4184	The flatpages addon ought to allow users to set the mimetype on a page by page basis	closed	nobody		Contrib apps	0.96
4168	Bad link to .96 tutorial #2	closed	jacob		Documentation	0.96
4162	Invalid plural. For model 'News' will see 'Newss' in admin page	closed	adrian		contrib.admin	0.96
4160	broken links in older versions of tutorial pages	closed	jacob		Documentation	0.96
4156	broken URLs to tutorials in 0.96 docs	closed	anonymous		*.djangoproject.com	0.96
4155	[enhancement] Allow Subclassing Models in ORM	closed	adrian		"Database layer (models, ORM)"	0.96
4142	Bad link	closed	jacob		*.djangoproject.com	0.96
4128	Django 0.96 installation problem in Windows XP.	closed	adrian		Tools	0.96
4127	broken link to QuerySet DB API in 0.96 documentation	closed	jacob		*.djangoproject.com	0.96
4124	Hierarchical Many-To-One relation presentation in admin page	closed	nobody		contrib.admin	0.96
4118	dead link	closed	jacob		Documentation	0.96
4112	Broken Link on 0.96 Database API Reference Page	closed	jacob		contrib.admin	0.96
4104	Webdesgin link from 0.96 docs is wrong	closed	jacob		Documentation	0.96
4100	Page not found for 'part N' link at bottom of online tutorial ver 0.96	closed	jacob		Documentation	0.96
4091	"Not able to get choices widget to auto selected=""selected"" on model_for_instance"	closed	nobody		Forms	0.96
4085	Admin list_filter not working with foreignkey field	closed	nobody		Core (Management commands)	0.96
4084	models.fields.USStateField missing newforms Field	closed	adrian		Forms	0.96
4082	build_py error: package directory '\django' does not exist	closed	jacob		Documentation	0.96
4079	Broken link in 0.96 documentation.	closed	jacob		Documentation	0.96
4067	Validation of IPAddressField don't work with newforms	closed	nobody		Forms	0.96
4066	0.96 tutorial cross-links broken	closed	jacob		Documentation	0.96
4059	Adding django.contrib.databrowse to INSTALLED_APPS cause error.	closed	adrian		Contrib apps	0.96
4048	mysql introspection doesn't handle CHAR(n) fields	closed	adrian		"Database layer (models, ORM)"	0.96
4047	DB API link on Tutorial 1 page is broken on 0.96 tutorial	closed	jacob		*.djangoproject.com	0.96
4039	New forms and the set_language redirect view don't work together	closed	hugo		Internationalization	0.96
4033	broken link to 0.96 db-api	closed	jacob		*.djangoproject.com	0.96
4029	bad link on site	closed	jacob		*.djangoproject.com	0.96
4022	Problem with select fields and foreign keys	closed	jacob		Uncategorized	0.96
4011	Bad link	closed	jacob		Documentation	0.96
3992	bad link in old online docs	closed	jacob		*.djangoproject.com	0.96
3948	improve template parse error to show incorrect token	closed	adrian		Template system	0.96
3921	"Error report - Your first Django app, part 1,2"	closed	anonymous		Documentation	0.96
3910	DataError (Data too long for column) in admin caused by html entities overflowing db field size	closed	nobody		contrib.admin	0.96
3906	Generic Relation query generates incorrect SQL	closed	nobody		Contrib apps	0.96
3899	Building RPM fails for 0.96 (python setup.py bdist_rpm)	closed	adrian		Core (Other)	0.96
3878	(JSON)-serializing utf8 data fails	closed	mtredinnick		Core (Serialization)	0.96
3859	add LOGIN_URL to settings.py	closed	adrian		Contrib apps	0.96
3850	0.96 Release notes conflict with Downloads page recommendation to use SVN	closed	jacob		*.djangoproject.com	0.96
3844	Effecient Runtime values	closed	adrian		Forms	0.96
3839	carriage returns in template system translate to spaces in output	closed	adrian		Template system	0.96
3836	French translation for 0.96	closed	hugo		Internationalization	0.96
3830	0.95 to 0.96 upgrade glitch under Mac OS X (10.4.9)	closed	jacob		Documentation	0.96
3829	Windows setup failed	closed	adrian		Tools	0.96
3811	Green + to add related item doesn't open in popup with Safari	closed	adrian		contrib.admin	0.96
3742	"Function with `admin_order_field` only sorts in one direction, with no arrows"	closed	nobody		contrib.admin	0.96
17763	Problem with auth_permission name length	closed	anonymous	Bug	contrib.auth	1
14790	Fix reST in 1.0 porting guide.	closed	nobody		Documentation	1
14324	Django not rotating logs	closed	nobody		Core (Other)	1
14295	Saving an object with a custom manager results in IntegrityError	closed	nobody		Uncategorized	1
13802	Custom filters - INSTALLED_APPS requirements	closed	nobody		Documentation	1
13801	Custom filters - INSTALLED_APPS requirements	closed	nobody		Documentation	1
