id	summary	status	owner	type	component	version
23014	Renaming a field in a unique_together fails	closed	timo	Bug	Migrations	1.7-rc-1
23013	Removing unique_together constraint from model fails	closed	timo	Bug	Migrations	1.7-rc-1
23010	UnicodeDecodeError in makemessages¡¯ call to os.walk	closed	claudep	Bug	Core (Management commands)	1.7-rc-1
23009	migrations may generate too long identifiers for the database	closed	nobody	Bug	Migrations	1.7-rc-1
23008	Migrations depending on django.contrib.auth with custom User model fail	closed	nobody	Bug	Migrations	1.7-rc-1
22999	Impossible to generate migration for model with dynamic upload_to field	closed	nobody	Bug	Migrations	1.7-rc-1
22994	"""'GenericForeignKey' object has no attribute 'opts'"" exception on 1.7"	closed	Tim Graham <timograham@¡­>	Bug	contrib.contenttypes	1.7-rc-1
22992	"""'GenericForeignKey' object has no attribute 'get_lookup'"" exception on 1.7"	closed	nobody	Bug	contrib.contenttypes	1.7-rc-1
22991	Development server not reloading with *.pyc files and without inotify	closed	nobody	Bug	Core (Management commands)	1.7-rc-1
22989	TestCase fixtures not found if inherited from other than first base class	closed	nobody	Uncategorized	Testing framework	1.7-rc-1
22983	Invalid import in a squashed migration of migrations having RunPython	closed	andrewgodwin	Bug	Migrations	1.7-rc-1
22982	Coercing GenericRelation property to string raises StopIteration exception	closed	nobody	Bug	contrib.contenttypes	1.7-rc-1
22980	Timing issue with testing and custom Querysets	closed	nobody	Bug	Testing framework	1.7-rc-1
22975	Cannot rename model keeping db table name	closed	nobody	Bug	Migrations	1.7-rc-1
22970	Migration dependencies not correctly calculated	closed	andrewgodwin	Bug	Migrations	1.7-rc-1
22965	InvalidBasesError for unmigrated apps subclassing contrib	closed	nobody	Bug	Migrations	1.7-rc-1
22960	Initial migration is in alphabetical order causing 'multiple primary keys' error	closed	andrewgodwin	Bug	Migrations	1.7-rc-1
22959	Document that custom validator must be comparable to prevent infinite migrations	closed	Markush2010	Cleanup/optimization	Documentation	1.7-rc-1
22958	Big slowdown in runserver when pyinotify is installed	closed	nobody	Cleanup/optimization	Core (Management commands)	1.7-rc-1
22951	Adding 'deconstruct' method breaks serialization of type	closed	jambonrose	Bug	Migrations	1.7-rc-1
22949	django-admin.py startproject required settings	closed	aaugustin	Bug	Core (Management commands)	1.7-rc-1
22945	Creating a tests directory with __init__ breaks the testrunner	closed	nobody	Bug	Testing framework	1.7-rc-1
22943	Some validators defined in django.core.validators can't be serialized	closed	nobody	Bug	Core (Other)	1.7-rc-1
22940	migrations.writer error message is missing string interpolation variables	closed	nobody	Bug	Migrations	1.7-rc-1
22939	admin_static templatetag is not using the staticfiles' storage	closed	aaugustin	Bug	Core (Other)	1.7-rc-1
22927	Can't create migration when index together is used	closed	nobody	Uncategorized	Uncategorized	1.7-rc-1
22922	Add a better error messsage or an FAQ entry for InvalidBasesError	closed	andrewgodwin	Cleanup/optimization	Migrations	1.7-rc-1
20695	"""django.contrib.humanize"" Turkish Translation Error"	closed	claudep	Bug	Translations	1.7-rc-1
23361	django.test.Client and response data	closed	nobody	Uncategorized	Testing framework	1.7-rc-2
23335	Related fields pointing to custom fields that store different values in the database than the python representation do not remember selections	closed	nobody	Bug	Forms	1.7-rc-2
23327	"Add ""migrate <app_label> zero"" syntax to migrate help message"	closed	nobody	Cleanup/optimization	Documentation	1.7-rc-2
23322	CircularDependencyError in migrations	closed	Markush2010	Bug	Migrations	1.7-rc-2
23320	FloatField not converting values to float()	closed	nobody	Cleanup/optimization	"Database layer (models, ORM)"	1.7-rc-2
23317	StaticFileStorage Encoding error on '\xf4'	closed	nobody	Bug	File uploads/storage	1.7-rc-2
23315	Cannot resolve operation dependencies	closed	timgraham	Bug	Migrations	1.7-rc-2
23308	Running a migration fails when adding a foreign key to another app	closed	nobody	Bug	Migrations	1.7-rc-2
23305	Models that are imported on app's import time are invisible to makemigrations when the application is relabeld	closed	brycecaine	Cleanup/optimization	Documentation	1.7-rc-2
23303	sqlmigrate doesn't output BEGIN and COMMIT statements	closed	nobody	Cleanup/optimization	Core (Management commands)	1.7-rc-2
23298	Makemessages --ignore option doesn't work for directories under Windows	closed	nobody	Bug	Internationalization	1.7-rc-2
23297	Integrity errors in Django admin with custom User model	closed	nobody	Uncategorized	contrib.auth	1.7-rc-2
23296	Invalid parameter to create() in RunPython example	closed	areski	Bug	Documentation	1.7-rc-2
23294	add related_name to existing migrations	closed	collinanderson	Bug	Migrations	1.7-rc-2
23288	Unable to correctly access data in table during migration	closed	andrewgodwin	Bug	Migrations	1.7-rc-2
23278	django.db.backends.schema logger isn't documented	closed	nobody	Cleanup/optimization	Documentation	1.7-rc-2
23277	set good url examples in 1.7	closed	nobody	Cleanup/optimization	Core (Management commands)	1.7-rc-2
23275	Migrations - unmanaged models doesn't get autodetected	closed	andrewgodwin	Bug	Migrations	1.7-rc-2
23264	db_constraint=False not enforced on migrations	closed	andrewgodwin	Bug	Migrations	1.7-rc-2
23259	Query extra() select_params are inserted in the incorrect order in the overall query parameters with values_list	closed	akaariai	Bug	"Database layer (models, ORM)"	1.7-rc-2
23258	Add note that Form.add_error is new in 1.7 in 'Form and field validation'	closed	nobody	Bug	Documentation	1.7-rc-2
23257	New release of django-jython	closed	nobody	Cleanup/optimization	Documentation	1.7-rc-2
23256	"Changes in Meta class are not detected after ""makemigrations"""	closed	nobody	Bug	Migrations	1.7-rc-2
23255	Migrations fail with custom models.Field	closed	nobody	Uncategorized	Migrations	1.7-rc-2
23252	Better communication of features that will no longer be available in a release	closed	andrewgodwin	Cleanup/optimization	Documentation	1.7-rc-2
23244	changing a ForeignKey to CharField breaks migrations	closed	nobody	Bug	Migrations	1.7-rc-2
23237	KeyError when upgrading to the new migrations system (related to git and .pyc)	closed	nobody	Uncategorized	Migrations	1.7-rc-2
23226	Migrations generated by python2 break when using python3 to migrate	closed	andrewgodwin	Bug	Migrations	1.7-rc-2
23215	Warning: Field 'id' doesn't have a default value	closed	nobody	Bug	"Database layer (models, ORM)"	1.7-rc-2
23182	squashmigrations having trouble with auth.User foreign key	closed	nobody	Bug	Migrations	1.7-rc-2
23163	makemigrations currently detecting changes in help text on auth.User	closed	andrewgodwin	Bug	contrib.auth	1.7-rc-2
23161	Migration to remove a GIS field causes exception	closed	andrewgodwin	Uncategorized	Migrations	1.7-rc-2
23160	KeyError when performing a RenameModel migration operation for a model with self-referential FK field	closed	charettes	Bug	Migrations	1.7-rc-2
23159	There should be a way to exclude certain fields from migrations	closed	nobody	Cleanup/optimization	Migrations	1.7-rc-2
23156	BinaryField is missing a deconstruct() method	closed	bmispelon	Bug	Migrations	1.7-rc-2
23153	1.7 migrations' temporary tables cause problems with gis	closed	andrewgodwin	Bug	GIS	1.7-rc-2
23146	"AppRegistryNotReady, translation bug when deploying with uWSGI"	closed	nobody	Bug	Translations	1.7-rc-2
23135	Multiple routers cause problems with migration/sql management commands	closed	nobody	Bug	Core (Management commands)	1.7-rc-2
23133	"'Command' object has no attribute 'stderr', now in django.core.management.base.BaseCommand.check"	closed	nobody	Bug	Core (Management commands)	1.7-rc-2
23127	"""Upgrading from South"" documentation should mention south_migrations folder option"	closed	nobody	Cleanup/optimization	Documentation	1.7-rc-2
23125	Running test loads initial_data even on migrated app	closed	nobody	Uncategorized	Testing framework	1.7-rc-2
23123	Misleading Code in Admin Example	closed	Baptiste Mispelon <bmispelon@¡­>	Cleanup/optimization	Documentation	1.7-rc-2
23121	Infinte migrations when changing Meta options	closed	nobody	Bug	Migrations	1.7-rc-2
23120	GeoDjango tutorial needs updating for migrations workflow	closed	nobody	Bug	Documentation	1.7-rc-2
23119	IndexError: list index out of range (empty choices iterable)	closed	nobody	Bug	Uncategorized	1.7-rc-2
23112	Field.get_choices tries to index an iterable: itertools.tee' object has no attribute '__getitem__'	closed	areski	Bug	"Database layer (models, ORM)"	1.7-rc-2
23101	Changing name of M2MField while db_table keeps table name unchanged leads to spurious migration that changes table name	closed	abraham.martin	Bug	Migrations	1.7-rc-2
23100	Applying migrations fails when adding a ForeignKey to swappable user model after initial migration	closed	andrewgodwin	Bug	Migrations	1.7-rc-2
23092	Squasing migrations doesn't handles or warns about external dependencies	closed	nobody	Bug	Migrations	1.7-rc-2
22944	Migrate doesn't like ForeignKey being reassigned to a different app's model	closed	andrewgodwin	Bug	Migrations	1.7-rc-2
23393	"""Table does not exist"" error running tutorial under 1.7rc3"	closed	nobody	Bug	Core (Management commands)	1.7-rc-3
23392	Django runs all migration operations but only marks 0001 as completed	closed	nobody	Bug	Migrations	1.7-rc-3
23390	Clicking on the Add Group + in an Auth User's change-view results in a 400	closed	nobody	Uncategorized	contrib.admin	1.7-rc-3
23385	"inspectdb on Oracle: interpretation of NUMBER(1,0) cols as boolean"	closed	nobody	Bug	Core (Management commands)	1.7-rc-3
23379	sql_create generates incorrect SQL with synced database	closed	charettes	Bug	"Database layer (models, ORM)"	1.7-rc-3
23374	django.contrib.staticfiles.testing.StaticLiveServerCase should be named StaticLiveServerTestCase	closed	claudep	Cleanup/optimization	contrib.staticfiles	1.7-rc-3
23365	Add support for serializing timezone-aware datetimes in migrations	closed	rmutter	New feature	Migrations	1.7-rc-3
23360	CircularDependencyError with AUTH_USER_MODEL set	closed	nobody	Uncategorized	Migrations	1.7-rc-3
23352	Add tests for MigrationGraph backwards_plan and forwards_plan exceptions	closed	nobody	Uncategorized	Migrations	1.7-rc-3
23349	Document that migrations must have dependencies in order to access other apps' models	closed	nobody	Cleanup/optimization	Documentation	1.7-rc-3
23347	Add --dry-run to migrate	closed	nobody	New feature	Migrations	1.7-rc-3
23341	Better stacktrace error for makemigrations when migration references nonexistent migration(s)	closed	nobody	Cleanup/optimization	Migrations	1.7-rc-3
22918	migrations.operations.SeparateDatabaseAndState crashes (and has no tests)	closed	nobody	Bug	Migrations	1.7-rc-3
24436	model's __init__ tries to set all non-concrete fields	closed	nobody	Bug	"Database layer (models, ORM)"	1.8alpha1
24418	refresh_from_db is breaking on null foreign keys	closed	nobody	Bug	"Database layer (models, ORM)"	1.8alpha1
24413	"Translations for language ""en"" missing"	closed	nobody	Bug	Internationalization	1.8alpha1
24411	"Creating a model called Item breaks the admin ""delete selected"" action"	closed	timgraham	Bug	contrib.admin	1.8alpha1
24403	makemessages when run for a django app and no settings will fail on settings.STATIC_ROOT and settings.MEDIA_ROOT not being set	closed	nobody	Bug	Core (Management commands)	1.8alpha1
24395	Cannot reference FK relation from inline ModelForm.save()	closed	timgraham	Bug	Forms	1.8alpha1
24389	CSRF error page requires DjangoTemplates backend	closed	aaugustin	Bug	Template system	1.8alpha1
24382	django.utils.numberformat should be UTF-8 safe	closed	alainivars	Cleanup/optimization	Utilities	1.8alpha1
24381	Cache pickling exception in 1.8a1 with cross-table filter params	closed	timgraham	Bug	Core (Cache system)	1.8alpha1
24376	UUIDField doesn't take a verbose_name positional arg	closed	nobody	Cleanup/optimization	"Database layer (models, ORM)"	1.8alpha1
24373	RegexValidator In ArrayField Not Running	closed	Marc Tamlyn <marc.tamlyn@¡­>	Uncategorized	contrib.postgres	1.8alpha1
24362	Migration test failure on Oracle	closed	nobody	Bug	Migrations	1.8alpha1
24359	"""Http exceptions are provided in django.http"" links to a page that does not list or link to HTTP exceptions"	closed	nobody	Bug	Documentation	1.8alpha1
24355	Cannot use Django 1.8a1 with mysql.connector.python (Oracle's official mysql connector.)	closed	nobody	Uncategorized	"Database layer (models, ORM)"	1.8alpha1
24351	RunPython/RunSQL operations in contrib migrations and multi-db routers.	closed	nobody	New feature	Migrations	1.8alpha1
24350	Django dependencies not explicitly documented	closed	nobody	Cleanup/optimization	Documentation	1.8alpha1
24346	AuthRouter docs lead to AttributeError: 'NoneType' object has no attribute '_meta' with 0002_remove_content_type_name	closed	nobody	Bug	Documentation	1.8alpha1
24344	Deprecate TEMPLATE_DEBUG	closed	nobody	Cleanup/optimization	Template system	1.8alpha1
24343	UUID foreign key accessor returns inconsistent type	closed	nobody	Bug	"Database layer (models, ORM)"	1.8alpha1
24341	Subclasses of django.contrib.postgres.forms.ranges.BaseRangeField should have more specific error messages	closed	foresmac	Cleanup/optimization	contrib.postgres	1.8alpha1
24339	Exception at /add admin view when using DurationField	closed	nobody	Bug	Forms	1.8alpha1
24338	{%extends%}-ing a file-based template object is broken by deprecation path indirection	closed	aaugustin	Bug	Template system	1.8alpha1
24335	DateRange and friends require psycopg2 >= 2.5	closed	timgraham	Cleanup/optimization	contrib.postgres	1.8alpha1
24334	auth admin password reset doesn't work with non-digit custom user PK	closed	timgraham	New feature	contrib.auth	1.8alpha1
24329	Is Django 1.8a1 suppose to be on PyPi?	closed	nobody	Uncategorized	Uncategorized	1.8alpha1
24328	The new Options._get_fields() method needs to be cleaned up	closed	nobody	Cleanup/optimization	"Database layer (models, ORM)"	1.8alpha1
24325	Cannot reference FK relation from inline ModelForm.save()	closed	timgraham	Bug	Documentation	1.8alpha1
24320	Unable to serialize UUIDField when running dumpdata with JSON format	closed	coldmind	Bug	Core (Serialization)	1.8alpha1
24319	UUIDField do not properly clean (validate) value in get_db_prep_value	closed	nobody	Bug	"Database layer (models, ORM)"	1.8alpha1
24315	Using UUIDField for id of custom User model prevents password reset confirm view	closed	timgraham	Bug	contrib.auth	1.8alpha1
24311	Foreign key constraint error when syncing unmigrated models that relate to migrated models	closed	nobody	Bug	Migrations	1.8alpha1
24307	Oracle Syncdb breaks trying to set NULL to column that already is NULL	closed	shaib	Bug	"Database layer (models, ORM)"	1.8alpha1
24302	DurationField form field value populated with instance.__repr__()	closed	timgraham	Bug	"Database layer (models, ORM)"	1.8alpha1
24299	`migrate auth` throws django.db.utils.IntegrityError	closed	nobody	Bug	Migrations	1.8alpha1
24291	Migrations fail with unused swappable model	closed	knbk	Bug	Migrations	1.8alpha1
24289	Is usage of many_to_one and one_to_many terms confusing for relation flags?	closed	nobody	Bug	"Database layer (models, ORM)"	1.8alpha1
24282	Cannot Modify Foreign Keys Within Data Migrations	closed	MarkusH	Bug	Migrations	1.8alpha1
24273	AttributeError: _processors_index on nested inclusion_tag	closed	aaugustin	Bug	Template system	1.8alpha1
24265	jinja2 template backend results in KeyError	closed	aaugustin	Bug	Template system	1.8alpha1
24264	foreign key constraint error migrating integer pk to CharField	closed	MarkusH	Bug	Migrations	1.8alpha1
24252	reverse_lazy representation	closed	nobody	Bug	Core (URLs)	1.8alpha1
24241	state.clone doesn't copy Django models	closed	knbk	Bug	Migrations	1.8alpha1
24234	Create Context object in a separate method	closed	nobody	Cleanup/optimization	Template system	1.8alpha1
24233	group-by column construction is broken	closed	nobody	Bug	"Database layer (models, ORM)"	1.8alpha1
24231	Regression in availability of `_meta.get_field()` before app registry is fully populated	closed	nobody	Bug	Documentation	1.8alpha1
24225	KeyError when migrating in 1.8a1/master@728b6fd (does not occur in 1.7.3)	closed	MarkusH	Bug	Migrations	1.8alpha1
24221	Use compiled regular expression when checking success_url	closed	tricoder42	Cleanup/optimization	Generic views	1.8alpha1
24220	get_success_url raises an exception when success_url is lazy object	closed	tricoder42	Bug	Generic views	1.8alpha1
24209	Incorrectly formatted Content-Disposition headers may cause error.	closed	raulcd	Bug	HTTP handling	1.8alpha1
24208	Change in `get_all_related_objects` behavior.	closed	nobody	Cleanup/optimization	Documentation	1.8alpha1
24200	Make introspection bypass statement caching on Oracle	closed	jarshwah	Cleanup/optimization	"Database layer (models, ORM)"	1.8alpha1
24198	Options.get_field behavior change	closed	nobody	Bug	"Database layer (models, ORM)"	1.8alpha1
24183	Bad comparison in Substr function	closed	jarshwah	Bug	"Database layer (models, ORM)"	1.8alpha1
24177	Docs. inspectdb now inspect the database view	closed	timgraham	Cleanup/optimization	Documentation	1.8alpha1
24174	Extra order by ignores descending orderings	closed	jarshwah	Bug	"Database layer (models, ORM)"	1.8alpha1
24172	"`pip install Django` with ""old"" pips gets 1.8a1"	closed	nobody	Bug	Packaging	1.8alpha1
24170	DateTimeRangeField: widget doesn't implement decompress()	closed	ngzhian	Cleanup/optimization	"Database layer (models, ORM)"	1.8alpha1
24169	ArrayField can't use __contained_by or __overlap queries for CharField	closed	Marc Tamlyn <marc.tamlyn@¡­>	Bug	contrib.postgres	1.8alpha1
24164	Oracle GIS geoapp extent test failure	closed	timgraham	Bug	GIS	1.8alpha1
24161	Using UUIDField for id of custom User model prevents logging in	closed	nobody	Bug	contrib.sessions	1.8alpha1
24154	Fix check_aggregate_support for Expressions	closed	jarshwah	Cleanup/optimization	"Database layer (models, ORM)"	1.8alpha1
24151	GeoAggregate.prepare is never called	closed	nobody	Bug	GIS	1.8alpha1
24146	"(admin.E116) The value of 'list_filter[0]' refers to 'through__field', which does not refer to a Field."	closed	nobody	Bug	contrib.admin	1.8alpha1
23935	DecimalField in admin can show up as Scientific Notation	closed	xblitz	Bug	Utilities	1.8alpha1
24437	contrib.auth @ 1.8b1 breaks existing projects / applications using Mongoengine	closed	nobody	Bug	contrib.auth	1.8beta1
24435	"Removing blank=True, null=True from ManyToMany field causes data deletion in migration"	closed	MarkusH	Bug	Migrations	1.8beta1
24431	"Combining extra(), annotate() or distinct() and count() can generate invalid SQL"	closed	nobody	Bug	"Database layer (models, ORM)"	1.8beta1
24429	Revise docs regarding non-int primary key on custom user models	closed	nobody	Cleanup/optimization	Documentation	1.8beta1
24426	Admin actions panel is always hidden if show_full_result_count = False	closed	timgraham	Bug	contrib.admin	1.8beta1
24425	Cross Backend template includes are not supported	closed	nobody	Bug	Template system	1.8beta1
24420	Can't order_by annotated field if annotated field uses conditional expression	closed	jarshwah	Bug	"Database layer (models, ORM)"	1.8beta1
24171	"(1054, ""Unknown column '__col1' in 'field list'"") when using values, annotate, and aggregate"	closed	jarshwah	Bug	"Database layer (models, ORM)"	1.8beta1
24495	Allow unsaved objects in ForeignKey check to be bypassed	closed	nobody	Cleanup/optimization	"Database layer (models, ORM)"	1.8beta2
24488	Optional SITE_ID when migrating django.contrib.sites	closed	knbk	Bug	contrib.sites	1.8beta2
24486	UnboundLocalError in db.models.expressions	closed	jarshwah	Bug	"Database layer (models, ORM)"	1.8beta2
24485	"Support for annotate(end=F('start') + F('duration'), output_field=DateTimeField)"	closed	jarshwah	New feature	"Database layer (models, ORM)"	1.8beta2
24483	keepdb migrations break choices as generators	closed	Tim Graham <timograham@¡­>	Bug	Migrations	1.8beta2
24477	Error Outputting System Checks in django/core/management/base.py	closed	nobody	Uncategorized	Core (System checks)	1.8beta2
24473	Hstore Case Insensitive Lookups	closed		Uncategorized	contrib.postgres	1.8beta2
24469	Revisit strategy of escaping Django's form elements in non-Django forms	closed	aaugustin	Cleanup/optimization	Template system	1.8beta2
24555	Wrong content in inclusion templatetags with variable parent template	closed	Tim Graham <timograham@¡­>	Bug	Template system	1.8rc1
24538	Rendering a Jinja template with a context containing 'self' fails	closed	charettes	Bug	Template system	1.8rc1
24532	AttributeError with custom routers that define allow_syncdb but not allow_migrate	closed	nobody	Bug	"Database layer (models, ORM)"	1.8rc1
24524	Automatic migrations prevent creation of initial database table layout	closed	nobody	Cleanup/optimization	Migrations	1.8rc1
24515	Plural handling broken	closed	nobody	Bug	Internationalization	1.8rc1
24508	F() object operations do not correcly reflect with annotate	closed	jarshwah	Bug	"Database layer (models, ORM)"	1.8rc1
24500	Django runtests - 3 tests fail on windows due to encoding troubles	closed	nobody	Bug	Internationalization	1.8rc1
25627	Django is swallowing ImportErrors in migrations for modules containing the string 'south'	closed	nobody	Uncategorized	Migrations	1.9a1
25584	Getting Invalid syntax error while installing Django 1.9a1 and 1.9b1	closed	nobody	Bug	Documentation	1.9a1
25573	Add simple way to use SplitDateTimeField on ModelForms	closed	nobody	Cleanup/optimization	Forms	1.9a1
25557	Fix the UserCreationForm for custom user model	closed	nobody	Bug	contrib.auth	1.9a1
25556	"Add DatePart db expression to allow complex lookups on date parts (e.g. year, month, day)"	assigned	ryuusenshi	New feature	"Database layer (models, ORM)"	1.9a1
25533	GDALRaster GDT_Byte Datatype mapped wrongly to ctypes	closed	nobody	Bug	GIS	1.9a1
25532	JSONField form field double encodes	new		Bug	contrib.postgres	1.9a1
25525	Docstring in default urls.py file uses `include()` without mentionning where to import it from	closed	nobody	Uncategorized	Core (Other)	1.9a1
25516	Document that pdb isn't compatible with parallel test runner	closed	nobody	Cleanup/optimization	Documentation	1.9a1
25504	Django test teardown fails when there is no default database	assigned	mihaicc	Bug	Testing framework	1.9a1
25497	Parallel test fails if tblib is not installed.	closed	nobody	Bug	Testing framework	1.9a1
25493	Model instances created with unittest.mock can raise confusing errors	new	nobody	Cleanup/optimization	"Database layer (models, ORM)"	1.9a1
25480	CharField + choices + default = fields.E008	closed	nobody	Uncategorized	"Database layer (models, ORM)"	1.9a1
25477	Modelbase.__new__ causes `AppRegistryNotReady`	new	nobody	Bug	Core (Other)	1.9a1
25466	django.template.loader.LoaderOrigin was removed without proper deprecation	closed	nobody	Bug	Template system	1.9a1
25457	createsuperuser password error message has incorrect format	closed	nobody	Bug	contrib.auth	1.9a1
25747	djorm-ext-filtered-contenttypes impossible on Django 1.9	closed	nobody	Uncategorized	"Database layer (models, ORM)"	1.9b1
25659	"add missing support for MySQL 5.6.1 to GeoDjango DB functions (Difference, Intersection, SymDifference)"	closed	sir-sigurd	New feature	GIS	1.9b1
25657	gevent-monkeypatching with GIS PointField causes intermittent traceback on shutdown	new	nobody	Bug	GIS	1.9b1
25647	Regression with TEST MIRROR database migrations	closed	timgraham	Bug	Testing framework	1.9b1
25631	"AsGeoJSON, AsGML, AsKML are listed as supported by SpatiaLite without taking into account used version"	closed	nobody	Bug	GIS	1.9b1
25628	"SystemCheckError states ""Invalid 'default' value"" when no max_length on CharField is specified."	closed	nobody	Bug	"Database layer (models, ORM)"	1.9b1
25625	Old version of pip reports SyntaxError with Django 1.9+	closed	nobody	Uncategorized	Core (Other)	1.9b1
25609	Add a more useful error message for invalid nested lookup on a related field	closed	Ian-Foote	Cleanup/optimization	"Database layer (models, ORM)"	1.9b1
25596	Can't change user's password in admin when using custom User model	closed	timgraham	Bug	contrib.admin	1.9b1
25807	makemigrations failed when CharField has validators=[validate_slug]	assigned	charettes	Bug	Migrations	1.9rc1
25798	RedirectView providing different request object to decorator	closed	nobody	Bug	Uncategorized	1.9rc1
25794	loaddata with UUIDs as natural foreign keys does not work anymore	closed	nobody	Bug	Core (Management commands)	1.9rc1
7934	"adding ""nearest_to"" search to geodjango"	closed			GIS	gis
7873	GEOSGeometry equality operator fails on None	closed	jbronn		GIS	gis
7764	[gis] Segfault on django.contrib.gis.geos.prototypes.errcheck.check_string	closed	jbronn		GIS	gis
7705	GDAL datasource bug	closed	jbronn		GIS	gis
7619	GIS/GoogleMaps: Support for point geometries in map creation	closed	jbronn		GIS	gis
7618	Multiple ForeignKeys to the same model produces wrong SQL statements (the same as in trunk)	closed	nobody		GIS	gis
7579	Saving into SRID=-1 field causes st_transform error	closed	jbronn		GIS	gis
7540	Minus signs cause OGRGeometry JSON parsing to fail	closed	jbronn		GIS	gis
7434	Add an option to disable GDAL	closed	jbronn		GIS	gis
7322	objects = GeoManager() in abstract class fails in subclasses	closed	nobody		GIS	gis
7218	GIS: ogrinspect sometimes gets field types wrong	closed	nobody		GIS	gis
7126	select_related(field) doesn't correctly SELECT GIS fields on MySQL/Oracle	closed	jbronn		GIS	gis
6747	geometry field does not work in Admin list_display	closed	jbronn		GIS	gis
6746	`GoogleMap` does not use `mark_safe`.	closed	jbronn		GIS	gis
6715	Use `ST_distance_sphere` as default instead of `ST_distance_spheroid` for geodetic distance calculations.	closed	jbronn		GIS	gis
6547	Support GeoRSS in syndication of Geographic Models	closed	jbronn		GIS	gis
6440	Issues with Distance conversion from meters to degrees	closed	jbronn	Uncategorized	GIS	gis
6414	Add support for geodetic coordinate systems in GeoDjango distance API.	closed	jbronn		GIS	gis
6357	'unicode' object has no attribute 'wkt'	closed	jbronn		GIS	gis
6289	Allow passing extra context to google-map.js	closed	jbronn		GIS	gis
6246	gis: ogrinspect: AttributeError when the spatial reference system is undefined in the data source	closed	jbronn		GIS	gis
6196	gis: typo in django/contrib/gis/utils/geoip.py which affects darwin (Mac OS X) systems	closed	jbronn		GIS	gis
5779	If the layer.srs does not have a srid it should return None	closed	jbronn		GIS	gis
5498	GeoDjango not compatible with PostGIS 1.1.0	closed	jbronn		GIS	gis
5440	GEOSGeometry: Add WKB support	closed	jbronn		GIS	gis
5438	GeometryProxy: evaluate empty string to None	closed	jbronn		GIS	gis
5436	Fix GIS test runner under python2.4	closed	jbronn		GIS	gis
5435	Remove requirement for a db user to be set for GeoDB creation	closed	jbronn		GIS	gis
5434	Add preserve_topology option to GEOSGeometry.simplify	closed	jbronn		GIS	gis
5433	Make GDAL an optional requirement	closed	jbronn		GIS	gis
4397	[gis] GeoDjango Documentation for Windows	closed	jbronn		GIS	gis
3545	filter interface doesn't seem to work	closed	adrian		contrib.admin	magic-removal
3178	None	closed	None	defect	Generic views	magic-removal
3177	None	closed	None	defect	Generic views	magic-removal
2541	[patch] CacheMiddleware depends on AuthenticationMiddleware is CACHE_ANONYMOUS_ONLY=True	closed	jacob	defect	Core (Cache system)	magic-removal
2424	"Django_admin will report errors when try to save objects, where another object, which has a many_to_many field, is edit_inlined"	closed	jacob	defect	Metasystem	magic-removal
2299	[patch] Settings is loaded as a file rather than a module when using manage.py	closed	adrian	defect	Core (Management commands)	magic-removal
2270	Current Code & Update for Row Level Permissions	closed	Chris Long <indirecthit@¡­>	task	Contrib apps	magic-removal
2172	Russian translation with fixed	closed	hugo	defect	Translations	magic-removal
2171	Russian translation	closed	hugo	defect	Translations	magic-removal
2123	verbose_name in manipulators	closed	adrian	defect	contrib.admin	magic-removal
2079	FileFields AddManipulator gives error in deepcopy	closed	adrian	defect	Core (Other)	magic-removal
1997	[PATCH] comments.py was using an absolute URL for redirects	closed	adrian		Core (Other)	magic-removal
1825	[patch] Dutch locale uses a localized word for 'site' which most dutch people will frown upon seeing	closed	hugo	defect	Translations	magic-removal
1816	[patch] magic-removal using deprecated attribute in db/models/manipulators.py line 218	closed	adrian	defect	contrib.admin	magic-removal
1736	[magic-removal] [patch] Add FastCGI support to manage.py	closed	adrian	enhancement	Core (Management commands)	magic-removal
1735	[patch] 404 view should pass the request path into context	closed	adrian	enhancement	Core (Other)	magic-removal
1733	Documentation for slicing QuerySets is misleading	closed	jacob	defect	Documentation	magic-removal
1732	"MR branch #2799, user stupidity in models.py leads to mysteriously missing tables list in admin view"	closed	adrian	enhancement	contrib.admin	magic-removal
1731	[magic-removal] [patch] Explain where model repository is located in source	closed	adrian	defect	Documentation	magic-removal
1729	[patch] Null file path fails to generate filename	closed	adrian	defect	Core (Other)	magic-removal
1728	change passwort page sets wrong path for url	closed	adrian	defect	contrib.admin	magic-removal
1724	[magic-removal] [patch] Some corrections to tutorial01.txt	closed	adrian	defect	contrib.admin	magic-removal
1716	pychecker: _get_next_or_previous_in_order can't work	closed	adrian	defect	Metasystem	magic-removal
1714	"[patch] add ""readonly"" attribute to form fields"	closed	adrian	enhancement	Core (Other)	magic-removal
1713	[magic-removal] [patch] Bug in magic-removal doc/forms.txt	closed	adrian	defect	Documentation	magic-removal
1711	[patch] inline editing uses invalid parent_id field when saving	closed	adrian	defect	contrib.admin	magic-removal
1710	Tutorial 4 Unneeded Import	closed	jacob	defect	Documentation	magic-removal
1709	[patch] [magic-removal] updated comments module's view/model to use the new m-r apis	closed	adrian	defect	Core (Other)	magic-removal
1708	Problem with OneToOneField(self)	closed	adrian	defect	contrib.admin	magic-removal
1704	[magic-removal] [patch] Small corrections to tutorials	closed	jacob	defect	Documentation	magic-removal
1701	Admin login screen can break with translated languages	closed	adrian	defect	contrib.admin	magic-removal
1700	[magic-removal] [patch] docs/generic_views.txt document update	closed	jacob	defect	Documentation	magic-removal
